image,adult_males,subadult_males,adult_females,juveniles,pups,unknown
422.jpg,"[(1856, 3165), (2151, 2909), (2091, 2342), (1642, 2098), (2352, 1886), (2493, 1596), (1706, 1211), (2221, 948), (1718, 769), (2514, 615)]",[],"[(1828, 3242), (1774, 3215), (1667, 3022), (1724, 2995), (1798, 2988), (1802, 2870), (1801, 2828), (1838, 2756), (2032, 2689), (1736, 2672), (1916, 2653), (1892, 2643), (1938, 2626), (1375, 2617), (1903, 2604), (1890, 2577), (2055, 2553), (1482, 2523), (1504, 2493), (2047, 2483), (2076, 2452), (1963, 2445), (2087, 2409), (1936, 2393), (2040, 2392), (2389, 2388), (1539, 2373), (1999, 2362), (2020, 2332), (1967, 2324), (1879, 2304), (2126, 2288), (1869, 2228), (2045, 2224), (1541, 2209), (1594, 2194), (2010, 2176), (1545, 2173), (2165, 2150), (1976, 2144), (2051, 2127), (1779, 2112), (1560, 2095), (1968, 2091), (1831, 2079), (1915, 2022), (2224, 1961), (2060, 1936), (2198, 1926), (2158, 1903), (2037, 1902), (2202, 1881), (2089, 1864), (2209, 1825), (2128, 1811), (2062, 1798), (2138, 1775), (2108, 1759), (1890, 1751), (2249, 1736), (1720, 1729), (2192, 1715), (2109, 1666), (2159, 1550), (2133, 1504), (2165, 1449), (2222, 1435), (2196, 1360), (2020, 1315), (2165, 1297), (2276, 1237), (2326, 1187), (1299, 1172), (2228, 1060), (2009, 1057), (2086, 1047), (1405, 1044), (2191, 1015), (2146, 994), (2370, 814), (2399, 805), (2445, 650), (2366, 612), (2424, 596), (2479, 546), (2420, 503), (2466, 470), (2487, 427), (2377, 402), (2489, 366), (2433, 310), (2514, 286), (2472, 248)]","[(1887, 3231), (1815, 3152), (1779, 3121), (1882, 2988), (1777, 2929), (2019, 2815), (1911, 2744), (1843, 2691), (1469, 2603), (1971, 2528), (2076, 2368), (1930, 2331), (2127, 2317), (1868, 2265), (1981, 2263), (2046, 1791), (2264, 1783), (2416, 1007), (2467, 495)]","[(1800, 3152), (1751, 3097), (1733, 3095), (1722, 3084), (1740, 3079), (1810, 3008), (1698, 2982), (1817, 2966), (1707, 2942), (1816, 2936), (1842, 2916), (1827, 2898), (1739, 2707), (1895, 2704), (1668, 2690), (1916, 2672), (1876, 2641), (1769, 2603), (1707, 2580), (1366, 2574), (1887, 2559), (1441, 2547), (1975, 2510), (1382, 2484), (1502, 2462), (2011, 2450), (2024, 2393), (1395, 2349), (1467, 2235), (1525, 2198), (1505, 2173), (1841, 2157), (1939, 2153), (2039, 2137), (1264, 2090), (1812, 2064), (1177, 2024), (1490, 2023), (1948, 2020), (1314, 2014), (1185, 2005), (1581, 2003), (1849, 2001), (1375, 1987), (1608, 1976), (1977, 1961), (2139, 1866), (2069, 1863), (2043, 1832), (2072, 1758), (2100, 1741), (1844, 1722), (1716, 1687), (2187, 1680), (1998, 1651), (1755, 1615), (1871, 1601), (2162, 1569), (2134, 1527), (2167, 1478), (2054, 1469), (2206, 1409), (1429, 1364), (2186, 1341), (2321, 1276), (2164, 1271), (2255, 1247), (1213, 1172), (2082, 1094), (2196, 1071), (1354, 1063), (1990, 1051), (2066, 1027), (1398, 977), (2175, 919), (1876, 894), (2376, 832), (2401, 789), (2405, 734), (2383, 642), (2429, 631), (2416, 623), (2455, 587), (2421, 524), (2412, 397), (2498, 345), (2426, 297), (2512, 252), (2436, 246), (2387, 237)]","[(1864, 3293), (1837, 3284), (1829, 3281), (1826, 3279), (1800, 3277), (1795, 3275), (1810, 3271), (1798, 3266), (1790, 3264), (1766, 3264), (1784, 3263), (1777, 3263), (1669, 3221), (1665, 3218), (2417, 198)]"
423.jpg,[],"[(2783, 3493), (2096, 3003), (2277, 2954), (2037, 2938)]",[],"[(2042, 3462), (1955, 3292), (2118, 2999), (2193, 2987)]",[],[]
424.jpg,"[(3961, 2799)]",[],"[(4077, 2810), (3926, 2807), (4008, 2746), (3770, 2671), (3813, 2663), (3849, 2659), (3866, 2657), (3787, 2657), (3798, 2590), (3639, 2580), (4027, 2568), (4092, 2567), (3675, 2559), (4228, 2532), (4071, 2515), (3589, 2495), (4018, 2487), (3985, 2484), (4043, 2480), (3696, 2453), (4065, 2435), (3922, 2433), (3635, 2428), (3957, 2427), (4025, 2408), (3998, 2395), (4099, 2393), (3978, 2393), (3996, 2359), (3985, 2340), (4011, 2335), (4031, 2334), (3945, 2324), (3908, 2307)]","[(3955, 2852), (3918, 2827), (3920, 2793), (3833, 2672), (3895, 2638), (3755, 2638), (3934, 2631), (3775, 2629), (3817, 2618), (4053, 2565), (3757, 2559), (4151, 2518), (3981, 2504), (4091, 2457), (3778, 2405), (3967, 2299), (3905, 2289), (3561, 2289)]",[],[]
425.jpg,[],"[(3522, 1440)]","[(3776, 1614), (3583, 1566), (3822, 1553), (3663, 1537), (3639, 1525), (3343, 1458), (3659, 1449), (3371, 1445), (3475, 1416), (3321, 1377), (3389, 1370), (3355, 1353), (3281, 1298), (3196, 1256)]","[(3504, 1603), (3525, 1599), (3705, 1596), (3652, 1596), (3627, 1593), (3605, 1577), (3754, 1564), (3782, 1509), (3735, 1494), (3470, 1456), (3453, 1420), (3414, 1397), (3462, 1385), (3308, 1300), (3230, 1298), (3134, 1249)]",[],[]
426.jpg,"[(2208, 2749), (609, 262)]","[(1686, 3253), (2672, 3162), (2002, 3089), (848, 2414), (1034, 1891), (1335, 1462)]","[(1242, 2620), (1157, 2586), (1171, 2527), (925, 2502), (1193, 2491), (902, 2421), (953, 2407), (1061, 2396), (1180, 2188), (1135, 2156), (1230, 2134)]","[(2816, 3561), (2814, 3479), (2827, 3468), (1208, 2587), (1111, 2572), (1005, 2571), (1315, 2558), (1291, 2538), (1047, 2533), (1348, 2530), (1093, 2522), (1160, 2508), (880, 2501), (835, 2495), (793, 2481), (902, 2462), (1222, 2450), (962, 2435), (1410, 2434), (1425, 2404), (1029, 2334), (916, 2316), (1539, 2311), (1518, 2307), (1488, 2297), (967, 2292), (948, 2292), (1893, 2290), (1561, 2289), (900, 2277), (1488, 2273), (1510, 2230), (1130, 2224), (972, 2177), (1217, 2080), (1258, 2069), (2246, 1827), (2289, 1821), (2258, 1805), (2299, 1798), (2351, 1782), (2320, 1766)]","[(1165, 2669), (1128, 2667), (978, 2571), (1084, 2500), (947, 2492)]","[(449, 284)]"
427.jpg,"[(2678, 2098)]","[(2994, 2614), (2853, 1740), (3006, 1608)]","[(2706, 2668), (2712, 2605), (2694, 2470), (2598, 2377)]","[(3094, 2904), (3044, 2885), (2899, 2870), (3143, 2836), (2955, 2810), (2955, 2793), (2889, 2729), (2736, 2637), (2719, 2578), (2722, 2552), (2688, 2454), (2579, 2351), (2552, 2291), (2555, 2275), (2513, 2073), (2502, 2045), (2504, 2024), (2559, 1818), (3010, 1798), (2794, 1738), (3023, 1726), (2955, 1724), (2809, 1722), (2917, 1717), (3089, 1716), (2887, 1700), (2729, 1670), (3107, 1509)]",[],[]
428.jpg,"[(4803, 2480)]",[],"[(4563, 736)]","[(4327, 1779)]",[],"[(3196, 1720), (3345, 1687), (3200, 1594), (3416, 1484), (3688, 1416), (3908, 1199), (4581, 520), (4632, 211)]"
429.jpg,"[(1845, 2277), (2319, 2024), (398, 152)]","[(422, 2175), (518, 2168), (679, 2038), (355, 1945), (702, 1703), (3155, 1408), (917, 1389), (3206, 1273), (955, 1207), (336, 440), (409, 406), (451, 365), (45, 343), (492, 337), (0, 329), (332, 322), (433, 301), (537, 220)]","[(1894, 2350), (1795, 2347), (1860, 2321), (1754, 2321), (1943, 2304), (1738, 2284), (1661, 2276), (1919, 2261), (2388, 2210), (1657, 2207), (2369, 2169), (2541, 2144), (2196, 2143), (2564, 2112), (2617, 2103), (2410, 2103), (2482, 2073), (2382, 2054), (2558, 2043)]","[(1897, 2396), (1856, 2394), (1829, 2375), (1820, 2343), (1779, 2340), (1991, 2328), (1961, 2294), (1601, 2283), (1713, 2275), (1890, 2248), (1452, 2193), (2101, 2164), (551, 2121), (2309, 2112), (2457, 2111), (2425, 2101), (2451, 2099), (2436, 2094), (2318, 2091), (2588, 2050), (2465, 2034), (2591, 2029), (2457, 1997), (1752, 1670), (460, 325)]",[],[]
430.jpg,"[(2448, 1829), (2359, 1545), (2672, 1073), (2532, 299)]",[],"[(1930, 1886), (2546, 915), (2634, 911), (2446, 879), (2494, 747), (2540, 494), (2441, 467), (2645, 393), (2278, 376), (2361, 375)]","[(2510, 965), (2654, 849), (2565, 801), (2612, 488), (2398, 429), (2475, 132)]","[(1899, 1933)]","[(3535, 1888), (3616, 1762), (3984, 1152), (3467, 575), (3736, 531), (3920, 470), (2265, 307), (2282, 292)]"
431.jpg,[],"[(3329, 2377)]","[(3428, 2441), (3236, 2311), (3106, 2276), (3361, 2245), (3156, 2203)]","[(2907, 2550), (3359, 2526), (3236, 2437), (3228, 2404), (3220, 2329), (3334, 2287), (3954, 2151)]",[],[]
432.jpg,"[(2244, 3067), (2583, 2819), (2539, 2650), (2509, 2461)]","[(2628, 2808), (2372, 2592), (2593, 1773), (2205, 1704), (2334, 1690), (2408, 1664), (2234, 1658), (2181, 1584)]","[(2496, 2782), (2544, 2766), (2476, 2754), (2544, 2751), (2468, 2719), (2475, 2651), (2388, 2633), (2520, 2625), (2525, 2612), (2487, 2564), (2416, 2523), (2408, 2483), (2413, 2469), (2497, 2395), (2481, 2393), (2388, 2393), (2401, 2391), (2441, 2369), (2386, 1712), (2378, 1621), (2292, 1614), (2181, 1607), (2318, 1598)]","[(2538, 2850), (2574, 2846), (2562, 2834), (2468, 2739), (2620, 2700), (2634, 2698), (2470, 2666), (2417, 2659), (2457, 2654), (2557, 2651), (2479, 2639), (2380, 2610), (2483, 2546), (2433, 2489), (2378, 2468), (2444, 2465), (2412, 2434), (2462, 2433), (2363, 2408), (2413, 2387), (2432, 2385), (2428, 2366), (2307, 1601)]",[],[]
433.jpg,[],"[(3241, 2485), (3419, 2144), (3464, 1864)]","[(3213, 2670), (3163, 2613), (3171, 2424), (3194, 2396), (3055, 2274)]","[(3213, 2768), (3090, 2706), (2947, 2686), (3108, 2673), (2946, 2661), (3096, 2638), (3239, 2636), (3257, 2626), (3125, 2613), (2915, 2611), (3053, 2603), (3095, 2601), (3067, 2583), (3227, 2564), (3165, 2548), (3113, 2537), (3151, 2525), (3192, 2510), (3075, 2499), (3162, 2487), (3117, 2473), (3138, 2458), (3213, 2435), (3226, 2365), (3271, 2350), (3190, 2330), (3205, 2295), (3215, 2266), (3366, 2241), (3293, 2226), (3399, 2216), (3456, 2085), (3411, 2079), (3375, 2067), (3412, 2066), (3393, 2051), (3394, 2036), (3526, 1730), (3590, 1700), (3471, 1681), (3534, 1655), (3703, 1648), (3468, 1626)]",[],"[(3224, 786)]"
434.jpg,"[(2755, 2520), (3265, 2453), (2079, 2285), (2354, 2247), (1857, 1828), (2032, 1602), (2260, 1365)]","[(2421, 2564), (2508, 1726), (2691, 1569)]","[(2057, 2580), (2119, 2212), (2239, 2194), (2269, 2156), (2125, 2139), (2340, 2113), (2295, 2088), (2225, 1984), (2062, 1939), (2207, 1937), (2217, 1912), (2286, 1890), (2048, 1875), (2198, 1848), (2227, 1840), (2283, 1702), (2206, 1633), (1966, 1535), (2001, 1493), (2071, 1401), (2008, 864)]","[(2178, 2375), (2236, 2248), (2197, 2246), (2238, 2234), (2242, 2221), (2210, 2216), (2140, 2208), (2204, 2206), (2206, 2197), (2155, 2194), (2251, 2189), (2208, 2183), (2164, 2181), (2187, 2172), (2178, 2171), (2156, 2167), (2228, 2161), (2143, 2160), (2220, 2150), (2099, 2147), (2205, 2145), (2140, 2145), (2178, 2134), (2195, 2132), (2164, 2132), (2161, 2122), (2295, 2120), (2165, 2111), (2097, 2097), (2167, 2092), (2118, 2084), (2143, 2077), (2162, 2075), (2281, 2068), (2340, 2065), (2164, 2065), (2294, 2052), (2326, 2046), (2060, 2037), (2294, 2033), (2389, 2018), (2340, 2011), (2103, 2010), (2295, 1973), (2144, 1973), (2073, 1971), (2224, 1967), (2170, 1925), (2083, 1912), (2068, 1909), (2338, 1907), (2096, 1906), (2059, 1906), (2192, 1905), (2180, 1905), (2158, 1905), (2038, 1897), (1910, 1883), (2186, 1879), (2216, 1869), (2168, 1863), (2305, 1862), (2260, 1855), (2028, 1849), (2240, 1847), (2282, 1843), (2181, 1840), (2211, 1830), (1972, 1830), (2263, 1827), (2177, 1827), (2224, 1820), (2104, 1817), (2102, 1799), (2274, 1793), (2043, 1787), (2270, 1779), (2088, 1778), (2264, 1768), (2068, 1763), (2105, 1760), (2084, 1760), (2268, 1756), (2051, 1756), (2263, 1749), (2258, 1735), (2308, 1716), (2261, 1715), (2253, 1701), (2251, 1688), (2331, 1683), (2200, 1612), (1932, 1549), (2020, 1539), (2007, 1516), (2040, 1411), (2141, 1390), (2081, 1384), (2102, 1383), (2133, 1372), (2001, 1368)]",[],[]
435.jpg,[],"[(2742, 1430), (3521, 998), (4199, 873), (4064, 857)]","[(3478, 1066)]","[(3692, 1845), (2650, 1378), (3515, 1139), (3501, 1132), (3528, 1127), (3512, 1109), (3432, 1109), (3552, 1071), (3496, 1058), (3563, 1053), (3454, 1052), (3627, 990), (3573, 984), (3426, 967), (3527, 966), (3582, 949), (3538, 940), (4110, 875), (4227, 858)]",[],[]
436.jpg,"[(1420, 2501), (1694, 719)]","[(962, 670)]",[],[],[],[]
437.jpg,"[(2555, 3155), (1870, 3084), (3294, 2936), (3802, 2761), (2577, 2723), (3347, 2608), (1595, 2582), (3868, 2513), (4756, 2510), (2420, 2450), (3191, 2405), (3915, 2092), (1730, 2079), (3748, 1956), (3960, 1866), (2283, 1746), (3165, 1699), (1569, 1561), (3733, 1487), (3403, 1454), (1270, 1234), (4228, 1177), (3043, 1093), (2632, 775), (3846, 680), (2247, 551), (3102, 539), (2609, 479), (3986, 411), (1159, 205)]","[(1996, 2186)]","[(4867, 3056), (3961, 3050), (2110, 3012), (4528, 3009), (3974, 2956), (3912, 2948), (4887, 2938), (3771, 2933), (2067, 2930), (2283, 2913), (2177, 2906), (3458, 2893), (4168, 2879), (3650, 2878), (2113, 2868), (4512, 2845), (3941, 2834), (3504, 2830), (3901, 2825), (4071, 2807), (3669, 2774), (4660, 2767), (2344, 2753), (4872, 2752), (4982, 2744), (3041, 2707), (3735, 2688), (4056, 2684), (3221, 2682), (3941, 2671), (3590, 2670), (2220, 2655), (2991, 2624), (4024, 2605), (3278, 2551), (4079, 2548), (4381, 2546), (3451, 2542), (2227, 2535), (884, 2517), (3670, 2482), (3652, 2476), (1883, 2475), (4522, 2470), (4199, 2463), (2095, 2453), (3854, 2425), (2554, 2412), (4833, 2408), (3765, 2383), (2104, 2381), (3306, 2377), (2806, 2372), (2289, 2372), (2930, 2359), (3105, 2329), (4197, 2324), (1655, 2324), (1773, 2312), (2792, 2290), (3643, 2271), (3853, 2267), (2477, 2264), (2114, 2259), (4669, 2249), (4889, 2238), (2644, 2233), (1596, 2233), (3726, 2232), (3311, 2224), (3582, 2215), (2946, 2204), (2833, 2197), (3138, 2196), (2315, 2188), (3804, 2175), (3249, 2170), (2969, 2167), (4830, 2159), (4491, 2134), (3356, 2120), (2842, 2106), (3190, 2091), (3035, 2088), (2691, 2087), (1886, 2077), (2597, 2074), (2988, 2073), (4735, 2048), (3246, 2015), (2632, 1991), (3386, 1990), (4924, 1970), (2373, 1968), (2026, 1967), (3086, 1959), (1956, 1956), (1469, 1955), (1838, 1929), (4625, 1898), (3522, 1867), (4244, 1865), (1961, 1864), (3011, 1844), (3289, 1833), (2832, 1830), (2729, 1818), (2000, 1799), (3412, 1769), (1834, 1748), (4546, 1711), (2688, 1701), (2973, 1698), (4081, 1693), (2442, 1690), (2808, 1669), (1869, 1667), (3753, 1653), (4224, 1627), (3844, 1627), (1933, 1615), (3017, 1602), (4083, 1597), (2610, 1552), (2775, 1547), (4190, 1530), (3658, 1527), (1919, 1469), (2196, 1468), (2495, 1462), (2409, 1439), (2669, 1421), (1905, 1410), (4018, 1390), (3842, 1378), (2624, 1343), (2922, 1294), (2547, 1281), (4102, 1280), (2716, 1258), (1985, 1243), (3457, 1232), (2620, 1224), (2120, 1214), (2965, 1212), (3199, 1208), (3615, 1192), (2795, 1188), (2465, 1176), (4087, 1139), (3875, 1116), (2526, 1102), (1701, 1091), (2819, 1083), (2619, 1077), (3468, 1071), (3184, 1057), (2290, 1050), (2403, 1046), (2678, 1014), (4039, 1009), (4237, 1007), (3066, 991), (3302, 989), (2861, 980), (3539, 979), (3439, 976), (3864, 940), (2746, 933), (3182, 932), (2523, 931), (3637, 927), (4201, 918), (3873, 916), (1690, 907), (1878, 891), (4274, 855), (3580, 854), (3341, 848), (2789, 844), (3698, 790), (3878, 779), (1675, 773), (2292, 755), (3149, 752), (2456, 750), (4104, 710), (3730, 687), (3628, 663), (1725, 654), (2575, 652), (2106, 633), (3899, 603), (3600, 587), (4218, 566), (3321, 561), (4113, 555), (2837, 497), (3931, 474), (3402, 467), (3538, 450), (2791, 432), (2041, 419), (3700, 408), (2180, 398), (4086, 374), (3600, 343), (3464, 331), (3949, 312), (2755, 298), (3179, 292), (2597, 268), (3748, 266), (3479, 211), (4107, 163)]","[(2883, 2093), (2786, 1501), (2554, 1149), (2821, 775)]","[(4798, 3093), (3875, 2930), (2041, 2907), (2249, 2906), (3780, 2899), (3413, 2887), (4860, 2881), (4507, 2803), (3650, 2803), (3882, 2799), (3508, 2799), (2334, 2788), (3859, 2734), (3233, 2706), (3799, 2696), (4713, 2689), (3041, 2680), (4366, 2658), (3844, 2656), (2979, 2653), (2124, 2652), (3612, 2651), (3836, 2627), (4379, 2591), (4106, 2583), (4032, 2579), (3235, 2541), (4988, 2527), (2253, 2521), (3478, 2518), (1863, 2506), (2107, 2496), (4548, 2495), (4236, 2457), (2198, 2448), (3426, 2444), (1732, 2442), (3820, 2429), (3635, 2406), (2269, 2404), (3775, 2403), (4816, 2362), (1687, 2360), (2091, 2357), (2693, 2341), (3061, 2337), (4227, 2332), (3660, 2309), (2728, 2299), (3860, 2293), (2627, 2256), (3551, 2236), (4643, 2226), (2778, 2219), (2148, 2210), (3337, 2209), (3080, 2208), (4812, 2200), (3002, 2172), (3677, 2157), (2280, 2154), (3204, 2151), (3617, 2145), (3320, 2136), (3054, 2136), (3750, 2127), (2703, 2123), (2865, 2109), (4698, 2090), (3147, 2084), (2558, 2077), (2956, 2051), (1930, 1979), (3188, 1977), (3338, 1976), (2639, 1973), (1843, 1973), (2395, 1949), (2682, 1944), (2032, 1929), (3180, 1915), (4580, 1907), (3566, 1854), (4268, 1841), (2800, 1839), (2982, 1836), (2692, 1835), (1894, 1829), (3448, 1799), (3299, 1799), (2404, 1798), (1975, 1795), (2512, 1765), (4273, 1755), (2451, 1720), (1832, 1719), (4110, 1715), (2820, 1712), (4526, 1704), (2021, 1686), (2914, 1663), (4357, 1651), (4174, 1643), (2723, 1636), (3887, 1624), (3734, 1598), (2967, 1586), (2623, 1580), (3071, 1558), (3630, 1546), (4072, 1537), (2498, 1496), (2179, 1491), (1953, 1461), (4606, 1423), (2376, 1422), (2695, 1409), (1909, 1372), (3889, 1363), (2671, 1362), (4124, 1325), (3570, 1263), (3527, 1230), (2713, 1223), (4126, 1216), (1978, 1201), (3714, 1189), (3924, 1188), (3191, 1177), (4040, 1167), (2832, 1146), (2423, 1142), (3819, 1113), (3659, 1100), (3529, 1074), (2511, 1071), (2310, 1070), (1749, 1055), (2816, 1046), (3828, 1039), (3823, 1027), (3157, 1027), (3769, 1008), (2402, 1003), (2654, 984), (3240, 977), (2766, 972), (3078, 963), (3519, 961), (4259, 954), (2888, 943), (3387, 938), (3156, 923), (2518, 893), (1845, 881), (4160, 864), (3485, 862), (4304, 852), (1682, 839), (3364, 806), (3133, 787), (3850, 778), (3542, 771), (4076, 659), (3984, 652), (2547, 650), (3628, 637), (2310, 634), (1929, 610), (1764, 607), (3943, 593), (3753, 582), (3563, 573), (3285, 564), (3742, 562), (3705, 533), (3522, 524), (3960, 508), (2900, 480), (2772, 459), (3361, 452), (3450, 369), (2751, 363), (3690, 361), (2234, 356), (4098, 342), (2595, 317), (3974, 297), (3596, 294), (3464, 248), (3721, 240), (4072, 161)]","[(766, 2538), (632, 1772), (3935, 95), (3890, 95), (4178, 92), (1154, 72), (1107, 63), (1092, 62), (1076, 58)]"
438.jpg,"[(2049, 2947), (3266, 2906), (2187, 2843), (2523, 2818), (1947, 2751), (3741, 2722), (2072, 2516), (3452, 2505), (2248, 2042), (4039, 2036), (3658, 1955), (3037, 1867), (2064, 1658), (3269, 1459), (2549, 1290)]","[(3578, 2839), (4773, 2580), (5047, 1662), (2724, 1626), (4904, 1593), (2207, 1563)]","[(3992, 3134), (3713, 3105), (3643, 3091), (3606, 3084), (3714, 3076), (3208, 3043), (3265, 3038), (3664, 3035), (3100, 3035), (3599, 3023), (2172, 2991), (3410, 2985), (2008, 2979), (2227, 2973), (3356, 2968), (3658, 2961), (3278, 2948), (2687, 2945), (3739, 2944), (2904, 2942), (2492, 2940), (2588, 2939), (2348, 2936), (2275, 2919), (2455, 2909), (3096, 2898), (2541, 2893), (3559, 2887), (3628, 2881), (2459, 2880), (2637, 2879), (3290, 2875), (2704, 2875), (3513, 2867), (2254, 2854), (2386, 2851), (3207, 2840), (3107, 2821), (2935, 2820), (2135, 2819), (2347, 2809), (3646, 2807), (2679, 2803), (2772, 2800), (2463, 2788), (2628, 2786), (3522, 2780), (2917, 2778), (3202, 2777), (2548, 2775), (2292, 2773), (3633, 2765), (2728, 2765), (2508, 2751), (2358, 2745), (3267, 2739), (2803, 2739), (2779, 2737), (2610, 2735), (3354, 2730), (3489, 2724), (2689, 2717), (2107, 2710), (2589, 2704), (2960, 2696), (2716, 2695), (2427, 2694), (2207, 2690), (2645, 2677), (2378, 2673), (2275, 2670), (3288, 2666), (1530, 2663), (2790, 2658), (3218, 2652), (3048, 2644), (2922, 2644), (3377, 2641), (2978, 2641), (2257, 2630), (3613, 2628), (2447, 2627), (3181, 2626), (3579, 2617), (2680, 2612), (2600, 2601), (2297, 2593), (3233, 2588), (2960, 2586), (2842, 2572), (3528, 2571), (2507, 2569), (2304, 2569), (3389, 2563), (2759, 2563), (3145, 2552), (2671, 2550), (3641, 2527), (3039, 2518), (2966, 2511), (2856, 2511), (3260, 2503), (2379, 2500), (3541, 2499), (3151, 2498), (2630, 2484), (2725, 2481), (2778, 2467), (2879, 2450), (2274, 2450), (2498, 2445), (3618, 2435), (3550, 2432), (3450, 2415), (2556, 2402), (3220, 2398), (2791, 2390), (3151, 2382), (2853, 2381), (2337, 2366), (2692, 2354), (3439, 2323), (2405, 2313), (3329, 2309), (2601, 2285), (2882, 2280), (3204, 2273), (2517, 2272), (2685, 2254), (2642, 2250), (2390, 2246), (2785, 2243), (3329, 2228), (3123, 2200), (2841, 2199), (2673, 2196), (2512, 2188), (2978, 2185), (2316, 2181), (2063, 2176), (2120, 2172), (3079, 2141), (3353, 2135), (2562, 2129), (2786, 2125), (3196, 2111), (2491, 2083), (2684, 2082), (3145, 2078), (2992, 2067), (2628, 2065), (2418, 2063), (2096, 2042), (2956, 2035), (2534, 2021), (2513, 1976), (3168, 1951), (3097, 1946), (2399, 1945), (2175, 1944), (2498, 1933), (3043, 1925), (2575, 1904), (3188, 1882), (3093, 1879), (2950, 1876), (3082, 1788), (2995, 1760), (3082, 1000)]",[],"[(3983, 3124), (3601, 3115), (3253, 3026), (3224, 3026), (3645, 3018), (3581, 3002), (3651, 2979), (2254, 2966), (3387, 2963), (2565, 2952), (2508, 2951), (2372, 2938), (2672, 2937), (3744, 2924), (2293, 2912), (2627, 2895), (2561, 2889), (3548, 2884), (3242, 2883), (3110, 2881), (3304, 2871), (2415, 2857), (3657, 2853), (2713, 2852), (3221, 2851), (2239, 2838), (2625, 2828), (2460, 2822), (2360, 2822), (3313, 2810), (3539, 2809), (3431, 2806), (2697, 2799), (2474, 2799), (3409, 2798), (3420, 2797), (3104, 2797), (2611, 2797), (2139, 2797), (2955, 2793), (3642, 2789), (2792, 2786), (2280, 2783), (3203, 2763), (3340, 2755), (3239, 2749), (2911, 2743), (3625, 2740), (2643, 2735), (2525, 2733), (2838, 2729), (2911, 2728), (2638, 2725), (2641, 2716), (2968, 2715), (3470, 2711), (2898, 2711), (2870, 2711), (2909, 2707), (2446, 2692), (2925, 2689), (2185, 2686), (2724, 2683), (2774, 2682), (3367, 2659), (2308, 2656), (3230, 2653), (3629, 2651), (2900, 2651), (2639, 2650), (3166, 2611), (2702, 2593), (2849, 2591), (2520, 2581), (3242, 2576), (2340, 2575), (3133, 2565), (3533, 2554), (2703, 2554), (2919, 2548), (3404, 2545), (2973, 2531), (3610, 2527), (3236, 2499), (2724, 2498), (2410, 2494), (2833, 2489), (3546, 2480), (2264, 2477), (2860, 2452), (3449, 2446), (2563, 2386), (2677, 2378), (3220, 2371), (2617, 2342), (3341, 2327), (3430, 2302), (3305, 2265), (3226, 2248), (2750, 2234), (2864, 2219), (3097, 2202), (2300, 2199), (2668, 2175), (3078, 2162), (3353, 2149), (2588, 2118), (3184, 2101), (2518, 2088), (3108, 2087), (2436, 2058), (2632, 2052), (3223, 2042), (2559, 2019), (3097, 2006), (2497, 1990), (3145, 1947), (2522, 1924), (2407, 1915), (3066, 1904), (2586, 1888), (3082, 1809), (2981, 1782)]",[]
